"Name","Latitude","Longitude","MatchStatus","PlaceID","OsmID","Dist_m","Rating","UserRatingsTotal","URL","OpeningHours"
"The kangaroo Coffee and Food",18.9372921,98.9430557,"google_only","ChIJaVqt52w92jARAh7Zwoecwj0",NA,NA,4.7,3,NA,NA
"Doiwhan cafe and Garden",18.9381361,99.352431,"google_only","ChIJT5o_laaN2TARuOaOz75j1-Q",NA,NA,4.9,17,NA,NA
"ชนิกานต์ ชาไข่มุก/กาแฟสด ประตูท่าแพ2",18.9390631,98.9747089,"google_only","ChIJP0wX6J092jAR_87dZ5IDUO8",NA,NA,NA,NA,NA,NA
"ชงCO COFFEE",18.9391747,98.9784781,"google_only","ChIJmRBUVwA92jARm_WRjUEVvBg",NA,NA,NA,NA,NA,NA
"Cafe",18.9394487,98.8010148,"google_only","ChIJkegqMQBB2jARk1EYc_oHgyY",NA,NA,NA,NA,NA,NA
"พีพีติมใส",18.9399005,98.6160674,"google_only","ChIJ9Uuwho1d2jARTgedTjcD2_8",NA,NA,NA,NA,NA,NA
"หมู่บ้านเอื้ออาทร หนองหาร เชียงใหม่",18.9402794,98.9864892,"google_only","ChIJG_1_oKo92jARcokPm313T6Q",NA,NA,4.2,71,NA,NA
"โมก้าพอทซอย13",18.9403257,98.9867222,"google_only","ChIJU7vPDcg92jAR7W4AoObSU_E",NA,NA,5,1,NA,NA
"The First Valley - Coffee Academy",18.9408459,99.3630878,"google_only","ChIJh0Bn3PKN2TARaFtf0qRdcb4",NA,NA,4.6,429,NA,NA
"ม่อนเหนือฟาร์ม",18.9410384,98.8018188,"google_only","ChIJ1zwMCp5B2jAR3SHCqKg2YAY",NA,NA,5,3,NA,NA
"กาแฟสดชาววัง",18.9413833,98.9741683,"google_only","ChIJLevm15w92jARbqOwU56yx4A",NA,NA,NA,NA,NA,NA
"ปรม - Parama Home & Coffee",18.9417793,98.9441671,"google_only","ChIJi8LiSwA92jARex9NSTJmlnQ",NA,NA,5,16,NA,NA
"ลีลาโฮมคาเฟ่",18.9428606,98.9474581,"google_only","ChIJDwQ2AFY92jAR8XdU9dVlvfw",NA,NA,NA,NA,NA,NA
"Ikk&Immชาไข่มุก",18.9429239,98.9739303,"google_only","ChIJXyLeYGw92jARMdjShreVtL4",NA,NA,NA,NA,NA,NA
"Huan Ta Waa",18.9430418,98.8862582,"google_only","ChIJkfA3mU4-2jARIaYo5rvtHMQ",NA,NA,4.6,53,NA,NA
"ชานมไข่มุก HOP ChafHop Chafe’ ฮ็อป ชาเฟ่ สาขาหน้าค่ายตชด.33",18.9431644,98.9845097,"google_only","ChIJ5ckbNwA92jARU4fyCAmgblA",NA,NA,NA,NA,NA,NA
"LungYong Camping ลุงยงค์แคมป์ปิ้ง",18.9432811,99.2369066,"google_only","ChIJ6xbWJ4SL2TARPnMoPr-kmWM",NA,NA,NA,NA,NA,NA
"Himkong Coffee",18.9440552,98.884696,"google_only","ChIJZ-iqdQA_2jARuLNc-8N_3KI",NA,NA,5,1,NA,NA
"Thingamajiggy Coffee Roaster",18.9443426,98.9277222,"google_only","ChIJNW2olwI92jAR8KKP6tN7KH4",NA,NA,4.9,230,NA,NA
"Draco Gallery & Cafe'",18.9445336,98.9499517,"google_only","ChIJJ4rFW_g92jAR-ozNcdvymRo",NA,NA,4,1,NA,NA
"กาแฟฮิมโก้ง",18.9446773,98.8845398,"google_only","ChIJMzdnRgA_2jARIzjrGWUqdYQ",NA,NA,NA,NA,NA,NA
